video_id,title,title_length,word_count,emoji_count,has_emoji,special_char_count,is_clickbait,has_question_mark,has_exclamation,top_noun_1,top_noun_2,top_noun_3
fYn5ESh3G0A,유럽 최대 가전박람회‥IFA '인공지능' 전쟁 (2024.09.07/뉴스데스크/MBC),48,20,0,0,8,0,False,False,유럽,최대,가전
xY1lwS381lM,"[핫클립] 인공지능의 시작, 퍼셉트론 / YTN 사이언스",31,12,0,0,4,0,False,False,핫클립,인공,지능
2PXobaBhNTM,"""의사 변호사도 소용없다"" AI 시대에도 철밥통으로 살아남는 직업 (이경일 대표 2부)",48,19,0,0,4,0,False,False,의사,변호사,시대
_4rG27-sdDY,"'AI 로봇'이라며 손에 리모콘? ""사람이 조종"" 논란｜지금 이 뉴스",38,20,0,0,5,0,True,False,로봇,라며,리모콘
baAJ7sY8dbc,돈 버는 공식이 뒤집혔다. '인공지능 시대'에서 살아남기 (박태웅 의장님 / 2부),46,22,0,0,6,0,False,False,공식,뒤집혔다,인공
gGXhzHDNM04,인공지능으로 바뀌는 교실 풍경 (2024.10.25/뉴스데스크/광주MBC),41,16,0,0,6,0,False,False,인공,지능,교실
mniQNv_vh90,인공지능 강화한 갤럭시…한국 진출한 샤오미 [경제콘서트] / KBS  2025.01.23.,50,19,0,0,6,0,False,False,인공,지능,갤럭시
VKjEexv3qoo,인공지능에 반야심경·성경 읽혔더니…신앙생활도 AI로 [MBN 뉴스센터],39,18,0,0,2,0,False,False,인공,지능,반야심경
ueLllQ2g7yQ,딥시크에게 '시진핑' 평가 물었더니…돌아온 답변은 / SBS 8뉴스,37,16,0,0,3,0,False,False,시크,시진핑,평가
ix5m6fE8v04,군사 AI 시대...팔란티어 꿈꾸는 KAI·에스원 [방산인사이드] / 한국경제TV뉴스,47,20,0,0,6,0,False,False,군사,시대,티어
fjc764yKR7Q,"인간 이미 뛰어넘은 상태…머스크 ""아마도 내년"" 깜짝 예언 / SBS 8뉴스",42,16,0,0,3,0,False,False,인간,상태,머스크
u3GtogQaRvg,"""정치인들 AI 전문성 떨어지지 않나?""... 침착한 청산유수 답변에 '감탄'",43,15,0,0,8,0,True,False,정치,전문성,청산유수
2Uz0wkfVIpU,"[전지적 참견 시점] AI를 활용한 황석희의 번역! 단어 하나를 얻기 위한 검색의 검색🤖, MBC 250222 방송",64,28,1,1,4,0,False,True,검색,전지,참견
nt4B0R0PXck,"[지식뉴스] ""소프트뱅크 망할 수도 있어""...손정의 앞세운 일본의 AI전략이 진짜 무서운 이유 (ft.이창민 한국외대 일본학과 교수) / 교양이를 부탁해 / 비디오머그",94,39,0,0,12,0,False,False,지식,뉴스,소프트뱅크
fgBf0SQC354,"이재명-유발 하라리 대담…""국가가 AI 투자, 이익 나눠야"" / SBS / #D리포트",47,19,0,0,7,0,False,False,이재명,유발,하라
URFiByI1hZw,"이제 '4컷 만화'도 쓱싹 그리는 GPT, 저작권 문제는? #소셜픽 / JTBC 아침&",48,20,0,0,7,0,True,False,만화,쓱싹,저작권
U5N1Kp2eT48,국가를 초월한 존재들. 일론 머스크와 AI 우주 제국. 인류를 바꾸는 미친 사람  (정주용 의장 / 1부),68,27,0,0,5,0,False,False,국가,초월,존재
EWm7KC5ef6I,"[3분 IT 인사이트] 생성형 인공지능 저작권 인정 범위는?? │ 생성형 AI 저작권 침해, 인공지능 창작물 저작권",64,25,0,0,5,0,True,False,저작권,성형,인공
2gkY8iXo6kw,"한 풀 꺾인 메타버스, 인공지능과 만나 제2 혁신 노린다 / YTN",37,16,0,0,2,0,False,False,메타,버스,인공
-d9rQJJgzoU,"제 주변 똑똑하고 성공한 사람들은 몰래 다 쓰고 있습니다. (AI, 인공지능, 지능의 복리, 머리 좋아지는 법, 공부법, 암기법, 자격증 시험)",80,35,0,0,9,0,False,False,지능,주변,사람
Tt1V1orkA18,"Ai 엑셀 선생님, 충격 등장..!! 이제 Ai가 화면을 보며 실시간으로 알려줍니다! (100% 무료, 바로 사용해보세요!)",69,26,0,0,11,1,False,True,엑셀,선생님,충격
YGTD3GTmfrQ,스마트폰 😍 인공지능 구글 제미나이로 할수 있는 놀라운 기능,33,13,1,1,0,0,False,False,스마트폰,인공,지능
M_X7dlkF6bE,인공지능 분야 첫 노벨상…머신러닝 과학자 2명에 물리학상 | 과학뉴스 24.10.10,47,19,0,0,3,0,False,False,인공,지능,분야
eb9yP5d6tvg,사피엔스 유발 하라리: 인공지능 AI로 인한 극단적 해킹의 시대ㅣ넥서스 AI TED 기술과 인간의 미래 - 우리가 선택할 길은?,71,33,0,0,3,0,True,False,사피,유발,하라
ftUlsy3_R94,"""더 싸고 더 똑똑하다"" 중국산 AI...돈 쏟아붓는 미국의 위기감",37,16,0,0,5,0,False,False,중국산,미국,위기
HSkOrNSVN_k,"진짜 Ai 전문가가 알려주는, ChatGPT 프롬프트 실전 가이드 | Microsoft RD 김태영 대표",58,16,0,0,2,0,False,False,전문가,프롬,프트
V0BkmrerNPM,[킥] 파격인가? 파국인가? 소름끼치게 인간과 닮은 휴머노이드 로봇 시대 곧 온다!ㅣ신영일ㅣ류중희ㅣ김용재,58,27,0,0,5,1,True,True,파격,파국,인간
JgOyhJ99Pcc,"[#어쩌다어른] (40분) 인공지능 AI가 인간을 대체할 수 있을까? ""인공지능이 훨씬 발전하더라도 인간을 따라올 순 없다!🙅""",71,31,1,1,9,0,True,True,인공,지능,인간
hZrgoY2ALhA,"인공지능 코딩도구 커서 AI의 새 기능, 컴포저 에이전트",47,11,0,0,1,0,False,False,코딩,도구,커서
e9PKI1w_lf4,AI·로봇 기술 결합…K-의료기기 수출 쑥쑥 / SBS,30,13,0,0,2,0,False,False,로봇,기술,결합
ug0mEYMySK0,"엑셈의 AI 기반 IT 성능 관리, 글로벌 시장이 주목한다 / 마켓워치 / 한국경제TV",48,21,0,0,3,0,False,False,기반,성능,관리
IwXEKIjGka4,[#알쓸인잡] 인공지능과 경쟁해 인간이 설자리가 있을까❓ 그 해답은 인간 스스로에게 있다💡,50,21,2,1,3,0,False,False,인간,인공,지능
rYsG3neVdNQ,[역시 신공지능!!] 인공지능을 능가하는 '인간 AI' 신진서 승리 인터뷰 #쏘팔코사놀 #최고기사 #신진서 #세계대회 #K바둑  #바둑,75,24,0,0,12,0,False,True,지능,역시,인공
IZ2Q2Txzxd0,"""너를 너답게 만드는 게 뭐야?""…'무개념' AI가 달라졌다 / SBS / #더스페셜리스트",50,21,0,0,8,0,True,False,개념,,
oouATYL_7JM,기술 발달로 인공지능이 전부 번역해 주는데... 앞으로는 외국어 공부 안 해도 되는 걸까?│언어 천재 조승연이 말하는 인공지능 번역의 한계│질문 있는 특강쇼 빅뱅 │#EBS지식,98,39,0,0,5,0,True,False,인공,지능,번역
lm1Pbs9Ihj4,"AI 뉴스 - 중국 딥시크 R1 출시로 미국 비상, 700조 스타게이트, 오픈AI 오퍼레이터 출시, Gemini 2.0 Flash Thinking, Sonar 등",90,30,0,0,6,0,False,False,출시,뉴스,중국
iWd1jBAxZOM,[뉴스 '꾹'] 'AI정책' 대담하다 순간 '현타'..이재명 껄껄 웃자 하라리도 (2025.03.23/MBC뉴스),63,28,0,0,15,0,False,False,뉴스,정책,순간
DsOvkqeR77c,"일론머스크 ""인공지능이 모든 경제 원칙을 바꿔버린다?"" (24년 올인 서밋 인터뷰)",46,20,0,0,5,0,True,False,머스크,인공,지능
lOtmowOe_QI,[본격! 사전분석] ‘이재명N하라리’ AI시대를 말한다(Navigating the AI Frontier) : 황정아 더불어민주당 의원+송경희 성균관대 교수,86,33,0,0,7,0,False,True,본격,사전,분석
tjJrU9l7cJM,CURSOR 인공지능 AI 코딩 편집기 with 챗GPT 클로드,54,10,0,0,0,0,False,False,,,
tYqueqz7ZPo,인공지능 다 팔고 여기에 몰빵했습니다. (30년 연평균 30% 스탠리 드러켄밀러),52,19,0,0,4,0,False,False,팔고,여기,평균
izHnKG8_cpA,커서AI로 네이버 부동산 매물 자동 수집하기 | cursor ai,36,12,0,0,1,0,False,False,커서,네이버,부동산
XtH2GUW8CO8,인공지능 윤리기준  [1] 인공지능 윤리기준이란,26,12,0,0,2,0,False,False,인공,지능,윤리
FxMSIvHulTY,인공지능 개발은 악마를 소환하는 일이다?! 기계에 의해 지배당하는 인류 | #젠틀맨리그 #사피엔스,54,20,0,0,5,0,True,True,인공,지능,개발
AZpNwYVYFlI,[핫클립] 반도체 산업을 선도할 수 있는 인공지능 반도체 / YTN 사이언스,42,16,0,0,3,0,False,False,반도체,핫클립,산업
g8kODTEOCUA,"인공지능을 접목한 새로운 교과서, AI 디지털교과서 Coming Soon!",41,13,0,0,2,0,False,True,인공,지능,접목
0M0o8IZyMyQ,"""AI 시대의 일자리 위협“ 기계의 지능화가 가져오는 새로운 기회와 도전",40,16,0,0,1,0,False,False,시대,일자리,위협
ttI_NpIhaXc,미래유망기술 컨퍼런스 열려...올해 화두는 인공지능 / YTN,34,13,0,0,4,0,False,False,미래,유망,기술
K48issi4log,"""모두가 잘못 알고 있다"" 미국 AI 빅테크 무너진다? 중국 AI 기술의 충격적인 실체  (이시한 교수 / 1부)",70,29,0,0,6,1,True,False,잘못,미국,테크
MZtTn0uMjUQ,영화속 인공지능의 살벌한 진화,16,7,0,0,0,0,False,False,영화,인공,지능
c9JXZynmNE0,AI가 내 직업도 훔칠까? 💸 (ep.2 인공지능이 가져올 미래 part1),42,20,1,1,4,0,True,False,직업,인공,지능
3d4MtbeVFow,"구글, 네이버를 인공지능으로 10배 업그레이드 시키기 | 퍼플렉시티 Perplexity AI 의 모든 것",58,20,0,0,2,0,False,False,구글,네이버,인공
JYBJK2c_FEY,중국 '전기차 다음은 로봇'…바퀴 달린 로봇개 / SBS / #D리포트,39,15,0,0,5,0,False,False,로봇,중국,전기차
5AJmRlDQpDY,"자연지능 vs 인공지능, 인간의 뇌는 AI를 이길 수 있을까?｜인공지능이 자연지능을 이길 수 없는 이유｜취미는 과학｜#골라듄다큐",71,32,0,0,3,0,True,False,지능,자연,인공
3uakkIjHF40,[2025년 새해 특집] AI 소프트웨어 대전망 경제대전망 2편,35,15,0,0,2,0,False,False,전망,새해,특집
2InMaB5G9f0,AI 시대에는 이 코인이 뜰 겁니다(ft.오태민 작가 3부),33,16,0,0,3,0,False,False,시대,코인,오태민
8gFksrugSi0,[무료] 인공지능 AI 서비스 6종 총 정리 | 챗GPT 퍼플렉시티 미드저니 대체!,46,21,0,0,4,0,False,True,무료,인공,지능
ZdOZQBrV-8g,"미 해병대 'AI 공격 드론' 실전시험…""전력화 즉시 동아시아 배치"" / SBS / #D리포트",52,20,0,0,7,0,False,False,해병대,공격,드론
JMqTa5TDTmE,빅테크들 돈만 퍼붓다가 망한다고? AI 버블 터지나? 중국이 보여준 인공지능의 충격적 진실,50,21,0,0,2,1,True,False,테크,버블,중국
4ZY3QIpI680,인공지능학과가 가지는 리스크 (인공지능 학과 희망하시는 분은 꼭 보세요),40,17,0,0,2,0,False,False,인공,지능,학과
Ov8UPkiR15Y,"🔥2025년은 무료 인공지능 시대! ChatGPT, Claude 안녕 | DeepSeek 완벽 분석 | AI 챗봇 비교 및 활용법 | DeepSeek | AI 글쓰기 | 오후다섯씨",100,32,1,1,7,0,False,True,무료,인공,지능
dn4uw3sgSPg,인공지능으로 만든 '무한한 아름다움'…성 바티칸 성당 공개 #소셜픽 / JTBC 아침&,48,19,0,0,5,0,False,False,인공,지능,무한
TLIesSLzdNY,중국 AI '딥시크' 파장‥미국 증시도 '출렁' (2025.01.28/뉴스투데이/MBC),49,23,0,0,10,0,False,False,중국,시크,파장
8EayNFvtwp0,[자막뉴스] 인공지능이 현실로 '성큼'... CES서 보인 혁신 / YTN,41,18,0,0,8,0,False,False,뉴스,인공,지능
pvD4IjuWDuQ,인공지능으로 바뀌는 교실 풍경 (뉴스데스크 2024.10.25 광주MBC),41,14,0,0,4,0,False,False,인공,지능,교실
ISrYHGg2C2c,"🔥 Cursor AI 말고, 나만의 #MCP 에이전트 앱 만들어 보기! 🔥",41,14,2,1,3,0,False,True,에이전트,보기,
-JMXqRHwvFo,"AI, 그게 돈이 됩니까 🤔 (ep.1 인공지능, 그게 뭔데?)",35,18,1,1,6,0,True,False,그게,인공,지능
Rcg0L88rHq0,인공지능이 학습하는 원리가 이렇다고?! 생성형 AI가 창작을 하는 원리가 궁금하다면?! 생성형  AI의 현재와 미래 (한국전자통신연구원 송대영 연구원 2부),87,37,0,0,6,0,True,True,원리,성형,연구원
LbkJEoLhrCk,"MS 만난 아모레, AI로 5조 시장 노린다 [마켓딥다이브] / 한국경제TV뉴스",44,19,0,0,4,0,False,False,만난,아모레,시장
RbKNHS2naqY,"""월30만원"" 소라AI로 영상 만들어본 후기. ""이제 XX영상도 가능?"" 사용법 정리",47,22,0,0,6,0,True,False,소라,후기,가능
nxG6b0MKs9c,"[한경글로벌마켓] AI 둘러싼 미중갈등 격화, M7에 득일까 독일까ㅣ""현존 최강 성능""…구글의 반격, AI 시장 제패 노리나",69,36,0,0,6,0,False,False,글로벌,마켓,갈등
STCYPZQIi_s,"2045년, 인공지능 로봇이 인간을 지배하는 충격적인 미래 세상 - 넷플릭스 영화 추천",48,19,0,0,2,1,False,False,인공,지능,로봇
NjUejsrA-tM,"2029년, ""인공지능 로봇""이 모든 걸 다 해주는 세상",31,13,0,0,3,0,False,False,인공,지능,로봇
H85PK99H-0c,뛰는 AI 위 나는 AI…‘딥페이크’도 인공지능이 잡는다 [9시 뉴스] / KBS  2024.03.23.,58,26,0,0,6,0,False,False,페이크,인공,지능
m6wDhHgmGBA,드디어 AI영상의 끝판왕 소라 공개!! 충격적인 사용후기,31,14,0,0,2,1,False,True,끝판,소라,공개
bqAqqRguDZs,"“엔비디아, 미국 주도 AI경쟁의 룰이 바뀔 수 있다” (강정수 박사)",39,18,0,0,3,0,False,False,엔비디아,미국,주도
Q7zXWlLR-_M,"AI 기술로 ""더 쉽게, 더 싸게""‥대세 된 '옛드' (2024.09.18/뉴스데스크/MBC)",52,25,0,0,11,0,False,False,기술,대세,옛드
Vr0TanoG54A,믿었던 도끼에 '발등'...AI 교과서 후폭풍에 교육회사 줄줄이 구조조정 / 머니투데이방송 (뉴스),55,21,0,0,8,0,False,False,도끼,발등,교과서
4Xdn1-6Q3UY,"""점자 대신 인공지능이""‥장애 허무는 기술 (2022.04.25/뉴스투데이/MBC)",46,21,0,0,8,0,False,False,점자,대신,인공
-5qiabvAwQY,모든걸 바꾸는 인공지능 o3의 등장으로 저는 대한민국이 걱정됩니다.,37,17,0,0,1,0,False,False,인공,지능,등장
mIydu315zx8,"[판읽기] '李 항소심' AI로 분석했더니... ""사진 조작 아니다""며 덧붙인 말들은?",48,24,0,0,10,0,True,False,항소심,분석,사진
3rEP6Cj-fCU,생명을 구하는 AI...의료 분야의 인공지능 활용,27,12,0,0,3,0,False,False,생명,의료,분야
ExX5iK-qOH0,대세는 AI다. 인공지능융합학부에서는 무엇을 배울까?,29,14,0,0,2,0,True,False,대세,인공,지능
l9VG5ZcEuVM,"글로벌 AI 전쟁, 한국은 왜 뒤처졌을까? | 경읽남과 토론합시다 | 이시한 교수 2편",48,23,0,0,4,0,True,False,글로벌,전쟁,한국
_O5HHTsZsA0,‘인공강우’ 국내는 어디까지 왔나 / KBS  2025.03.29.,37,15,0,0,4,0,False,False,인공,강우,국내
Lg_5OrlNUxE,"0.01% AI 소유자들, 인류 통제는 이제 시작 l 과학 커뮤니케이터 이재범 l 혜윰달, 생각을 비추다",58,24,0,0,4,0,False,False,소유자,인류,통제
v6n7Cv28bmg,AI 쓰나미는 생각보다 더 강력하게 빠르게 오고 있습니다. 인공지능과 우리의 뇌를 반드시 듀얼 브레인으로 만들어야 합니다.,68,25,0,0,2,0,False,False,쓰나미,생각,인공
nX1Y1LXB2J4,인공지능 기강 빡세게 잡는 우정잉,18,8,0,0,0,0,False,False,인공,지능,기강
SQwzthE5EQ4,"[비즈&] NH농협은행 ""AI로 고위험 차주 부실 위험 사전예측"" 外 / 연합뉴스TV (YonhapnewsTV)",62,24,0,0,8,0,False,False,위험,비즈,농협
ChKTjeSZCA0,"[학과탐구생활] 인공지능이 대세!🌟전망좋은 인공지능공학과의 모든 것(입시,장학금,코딩,커리큘럼,진로 등) by 플레이버튼",67,33,1,1,9,0,False,True,인공,지능,학과
zXj8AervrMA,"인간에게 미사일을 발사한 AI, 인공지능에게 살아남는 법 (박태웅 의장님 / 1부)",56,20,0,0,4,0,False,False,인간,미사일,발사
IH890jWVu40,"""직원 5명 업무를 AI가 다 해줘요"" AI로 연 2억 버는 94년생",38,19,0,0,2,0,False,False,직원,업무,
3MSKcVy1ebI,"[EP10] 인공지능에게 필요한 신뢰와 윤리란?🤖 │미국, EU의 AI 기술 규제와 경쟁의 진짜 이유👀 │ 선진국들의 AI 규제법, 규제 주도권 경쟁💪",84,41,3,1,5,0,True,False,규제,경쟁,인공
8Xnj6M7yfq8,"""입학은 곧 취업""…경남 첫 인공지능 특성화고 개교ㅣ#헬로tv뉴스",36,17,0,0,3,0,False,False,입학,취업,경남
FC99OBIyUVc,[MBC 탐사기획 스트레이트 213회] 인공지능의 습격(23.06.04),40,16,0,0,6,0,False,False,탐사,기획,스트레이트
3LIHqr1zUfI,BBC 기자 대신 회의에 들어간 AI 클론. 과연 사람들은 알아챌까?...진화하는 딥페이크의 위험 - BBC News 코리아,69,25,0,0,6,0,True,False,기자,대신,회의
qo7Wi7wHsyk,고려대학교 인공지능학과 홍보영상,17,6,0,0,0,0,False,False,고려대학교,인공,지능
x1zog-eY4V0,당장 이 영상을 보세요. AI 활용 사례가 충격 그 자체입니다.  인공지능 시대는 듀얼 브레인이 정답입니다.,60,25,0,0,3,1,False,False,당장,활용,사례
eFd_tz8utgA,"김범수 가고 이해진 오고…네카오, AI 시험대 / 한국경제TV뉴스",36,15,0,0,2,0,False,False,김범수,이해진,카오
YZwYz7UYX5Y,"[CES2025] AI에이전트, 모빌리티, 로보틱스에 어떻게 AI가 구현될까?",43,17,0,0,5,0,True,False,에이전트,모빌리티,로보틱스
HUKjInL9RxU,인공지능 소방관 개발...화재 감지·식별에 진화까지 / YTN,34,14,0,0,4,0,False,False,인공,지능,소방관
WJ4_FFG2LS4,사람 없는데 도로 생긴다? 도로 건설도 무인자동화…인공지능이 안전 감시｜지금 이 뉴스,47,20,0,0,1,0,True,False,도로,사람,건설
VvjiYUs6IQI,구글 제미나이 & 구글 AI 스튜디오 대폭 업그레이드 | Google Gemini & Google AI Studio,64,17,0,0,3,0,False,False,구글,미나,스튜디오
Z78c6r1HxeM,빅테크가 정해준 인공지능의 미래,17,7,0,0,0,0,False,False,빅테크,정해준,인공
qjgw1Co0tlk,[인터뷰] ABC가 뭐야? 바이오X인공지능 200억 프로젝트 | 이현숙 서울대 생명과학부 교수,52,21,0,0,4,0,True,False,인터뷰,바이오,인공
wM_-HgHntCM,카이스트 김정호 교수 | 인공지능 시대의 반도체 패권 | 미래특강 미리 가 본 세상 | 국회방송 #반도체,58,21,0,0,4,0,False,False,카이스트,김정호,교수
5iCxsqLXizs,눈동자 데굴데굴 굴리며 기자 '째려본' AI 로봇…질문 뭐였길래 / 연합뉴스 (Yonhapnews),55,22,0,0,5,0,False,False,눈동자,굴리,기자
Co07k3S3-w0,[핫클립] 금형 제작에 인공지능 기술이 더해지면? / YTN 사이언스,38,16,0,0,4,0,True,False,핫클립,제작,인공
ZjzYGGsutBY,AI? 저도 질문있습니다🙋‍♂ 인천시민 이재명의 질문 Q!,32,14,2,1,2,0,True,True,질문,인천,시민
ZD_yzJIrPMs,지구상 모든 기기를 해킹할 수 있는 슈퍼 인공지능이 인류를 파멸시키고 세계를 지배하려고 하면 벌어지는 일ㅣ[ 넥스트 ] 시즌 1 결말까지 몰아보기,81,34,0,0,2,0,False,False,지구,모든,기기
P-TnOyh9E-o,"[풀영상][실시간 한글 자막] 머스크 ""지구 가장 똑똑한 AI"" 그록3 첫 공개...챗GPT·딥시크 대항마 가능성은? /2025년 2월 18일(화)/KBS",86,38,0,0,14,0,True,False,실시간,한글,머스크
DDVd6E2wCdI,"“AI 안전 연구, 통제 기술 개발해야”…전담 기관 출범 / KBS  2024.11.28.",50,20,0,0,5,0,False,False,안전,연구,통제
dpKvEdq8Zqs,"피규어 AI, '인간처럼 걷는' 휴머노이드 로봇 영상 공개",32,13,0,0,3,0,False,False,규어,인간,휴머노이드
q-jsb5C6PjE,'인공지능' 기능 추가…갤럭시 S25 시리즈 발표 / SBS,33,14,0,0,3,0,False,False,인공,지능,기능
FyEadsnWXp8,"인공지능과의 일자리 경쟁은 이미 시작되었다, 사람을 위한 인공지능 (박태웅 의장님 / 3부)",51,24,0,0,4,0,False,False,인공,지능,일자리
AiaAOr4vPOI,"[다큐S프라임] 제조업 패러다임 변화, 인공지능 자율 제조 프로젝트",37,14,0,0,3,0,False,False,다큐,프라임,제조업
vM9uvsxv7Pk,특이점이 온 AI로 양자 컴퓨터 개발도 가능할까?(이미 진행중..?),38,14,0,0,6,0,True,False,특이점,양자,컴퓨터
1g9S7XJUCi8,‘인간 지능’을 뛰어넘는 ＜범용인공지능＞ 어디까지 발전했나? [이슈 픽 쌤과 함께] | KBS 240421 방송,62,27,0,0,4,0,True,False,지능,인간,범용
IRelwZUYU-o,"""중국 AI 공세가 시작된다"" 관세 압박에 중국 움직임 심상치 않다. 시진핑이 숨긴 진짜 속내는?(전병서 소장 / 풀버전)",68,32,0,0,7,0,True,False,중국,공세,관세
AkB81tztnFs,인공지능 줘패서 기강 잡기 (vs 뤼튼),22,11,0,0,2,0,False,False,인공,지능,기강
T8TtVYlDS4g,인간보다 리얼한 로봇의 대화에 전세계가 경악 ㄷㄷ 😱 진짜 꼭보세요!!,39,17,1,1,2,0,False,True,인간,리얼,로봇
Hk3vIjsjzrA,"[헬스인사이드] ""발명이냐 기적이냐"" 머스크 '한계 도전' / 머니투데이방송",42,19,0,0,7,0,False,False,헬스,사이드,발명
NAHfuMQlm7o,LG 인공지능 리모컨 사용방법,16,6,0,0,0,0,False,False,인공,지능,리모컨
LYiXwD-8SWg,"'산불 조기 감지' 진화 골든타임 지켜냈던 AI, 이번엔 왜? / JTBC 뉴스룸",45,18,0,0,5,0,True,False,산불,조기,감지
8fb9K8nh_70,"[시대클라쓰]  인공지능은 과연 인격체가 될 수 있을까?! (Part. 1) | 정지영 교수 , 목광수 교수 , 양민하 교수 | 홍보대사 이루미",80,37,0,0,11,0,True,True,교수,시대,인공
3QOpxldHuJo,막 오른 CES...자동차·배에 올라탄 인공지능 / YTN,32,13,0,0,4,0,False,False,오른,자동차,인공
LWeB6lG7EjY,중국은 인공강우로 산불 진압…전용 드론까지 개발 [9시 뉴스] / KBS  2025.03.28.,53,22,0,0,6,0,False,False,중국,인공,강우
sLsGF_axIXk,인공지능이 무서운 진짜 이유.. 포커 대회 1위 임요환과 AI의 승부 놀라운 결과?│과학다큐 비욘드│#골라듄다큐,62,24,0,0,4,0,True,False,인공,지능,이유
YgyCOFmqPEc,[자막뉴스] 이것이 대륙의 '오픈AI'…로봇 공개하며 '도전장' / YTN,41,22,0,0,7,0,False,False,뉴스,대륙,오픈
qPMwRd_suCQ,“딥시크가 시원하게 다 까발렸다” (표철민 AI3 대표),31,14,0,0,2,0,False,False,시크,표철민,대표
JH_m16Cq6-o,챗GPT는 이제 끝? 일론 머스크의 발표로 인공지능 업계는 영원히 바뀝니다. (그록3),48,23,0,0,4,0,True,False,머스크,발표,인공
yCvF0q7zL2Y,미래 스포츠 특강 - 인공지능(AI)으로 진화하는 스포츠✨,32,14,1,1,3,0,False,False,스포츠,미래,특강
LcryRATIdSs,※실제상황※ 자아가 생겨버린 미친 인공지능;;; 레전드 실화 공포썰.zip [무서운게 지대 좋아!],55,23,0,0,7,1,False,True,실제,상황,자아
TA5Shzhw6ZU,"AI 다음은 뷰티테크, 암테크 / 한화, 화난 주주 달래기 성공? #이슈딥다이브",44,17,0,0,5,0,True,False,테크,다음,뷰티
U9uitamJ57U,"[EP6] 인공지능이 감시하는 미래 (w/ 안될과학 궤도) │ 인공지능 영화 추천, AI 관련 영화 │ 미래 세상의 인공지능 기술",72,33,0,0,6,0,False,False,인공,지능,미래
4w-O54IzYIo,[핫클립] 2024 노벨 물리학상은 왜 인공지능 분야 연구자가 받게 되었나? / YTN 사이언스,53,19,0,0,4,0,True,False,핫클립,노벨,물리학상
5Wqq-5gydEM,[특별한 만남] 이창호 九단이 바라보는 인공지능은?🤖,29,14,1,1,3,0,True,False,만남,이창호,인공
S0BnIV6rzz8,2025년 인공지능(AI) 버블 빅테크기업에서 터진다는 근거! 쉽게 설명해드립니다,45,17,0,0,3,0,False,True,인공,지능,버블
n3f4DM_9rKU,"자율주행차 인공지능은 '살인 프로그램'일까, '안전 프로그램'일까 [톡톡why]",44,21,0,0,7,0,False,False,프로그램,자율,행차
z-bGaq2ckvo,템퍼스의 설립배경?! 템퍼스AI CEO 인터뷰 요약정리 해보았습니다!,38,15,0,0,3,0,True,True,퍼스,설립,배경
mwiPWfHA57Q,[오늘도 한양人-인공지능학과 편] 📌한양대 ERICA 인공지능학과 홍보영상📌 | 시설 소개 | 학과 장점 | 선배들의 한마디 | 💻,73,33,3,1,7,0,False,False,학과,인공,지능
fa8k8IQ1_X0,A.I. ‐ Humanity's Final Invention?,34,11,0,0,4,0,True,False,,,
zLkzTuTklrM,"대박입니다. 소라를 뛰어넘는 충격적 AI 영상 구글이 만든 Veo 2, 전문가가 해석한 진짜 놀라운 이유",58,23,0,0,2,1,False,False,소라,충격,구글
SQPLPPb_LuE,ChatGPT를 VSCode안으로 데리고 오자 | 인공지능 코딩,35,12,0,0,1,0,False,False,데리,오자,인공
Rp5uik6xT8w,[ai 인공지능바둑] 하도 잘 두길래 둘이서 대결을 시켜봤습니다 [카타고vs카타고],46,21,0,0,4,0,False,False,타고,인공,지능
yF2hIW5lFaY,인공지능대학원 있는 대학이 진짜 명문대학인 이유에 대해 알아보자!,36,15,0,0,1,0,False,True,대학,인공,지능
u8YkL5YMoRc,유발 하라리가 바라보는 인공지능,17,6,0,0,0,0,False,False,유발,하라,리가
te_AHYI8PKk,"[#백억짜리아침식사] ""AI보다 조심해야 하는 것은..."" AI 전문가 윤송이가 말하는 인공지능 산업의 미래🤖 | #지금꼭볼동영상",72,25,1,1,10,0,False,False,전문가,윤송,인공
dDBTUdHQdns,"제2의 안드로이드? 구글 딥마인드, Gemini 2.0기반 Gemini Robotics출시! 테슬라봇, Figure AI 와 차별 | 보스턴 다이내믹스 등 제조기업과 협력하는 이유",100,34,0,0,6,0,True,True,안드로이드,구글,마인드
TzBGn9nLbnA,[더 보다] 로봇이 깨어났다…휴머노이드 ‘패권 경쟁’ / KBS 2025.03.11.,47,19,0,0,6,0,False,False,로봇,휴머노이드,패권
yUrydIvxvhw,AI를 쓸수록 내 업무를 더 깊이 알아야 하는 이유 (이주환 스윗테크놀로지스 대표),46,20,0,0,2,0,False,False,업무,깊이,이유
cNyFNgaVApQ,인공지능을 맹신하는 사람들이 봐야 하는 영상,24,11,0,0,0,0,False,False,인공,지능,맹신
IoxZQKddPLk,"일본 성우들 AI와의 전쟁...""목소리를 지켜라"" / YTN",33,13,0,0,6,0,False,False,일본,성우,전쟁
EYTmuAGvfRU,[인권교육] 인권을 지키는 인공지능,19,9,0,0,2,0,False,False,인권,교육,인공
p2CvwqNNghQ,"""선생님같은 정치인이.."" ... AI 대담 마친 하라리의 '극찬'",37,16,0,0,9,0,False,False,선생님,정치인,대담
_1WDQFYI5PI,다시 찾아온 블랙먼데이. 빅테크 대학살! 중국 인공지능 딥시크 공포 증시를 덮치다.,46,19,0,0,3,0,False,True,블랙먼데이,테크,학살
